time,.header.id,.header.msg_type,.header.port_addr,.header.length,.header.sequence,.header.idle_time,.header.time_status,.header.gps_week,.header.gps_week_seconds,.header.receiver_status,.header.reserved,.header.software_version,.ins_status,.position_type,.latitude,.longitude,.altitude,.undulation,.north_velocity,.east_velocity,.up_velocity,.roll,.pitch,.azimuth,.latitude_std,.longitude_std,.altitude_std,.north_velocity_std,.east_velocity_std,.up_velocity_std,.roll_std,.pitch_std,.azimuth_std,.extended_status,.seconds_since_update
2021/09/06/13:38:19.617391,1465,0,64,126,0,105,180,2051,46735000,0,19988,13754,3,54,22.3009967574,114.178959875,6.38929174654,-2.20000004768,-2.55307795608,2.03572752691,0.0124787283914,-0.303762115975,-0.16253332027,141.464751286,0.255504101515,0.268691629171,0.236836403608,0.00442434521392,0.00917921960354,0.00851265992969,0.00724548939615,0.00724994810298,0.062323063612,448,0
2021/09/06/13:38:24.131451,1465,0,64,126,0,100,180,2051,46736000,0,19988,13754,3,54,22.3009725799,114.178981339,6.38090224471,-2.20000004768,-2.79524884336,2.40651635962,-0.0148221432564,-0.335490859174,0.0359294250865,138.733490535,0.25712043047,0.269887298346,0.237429022789,0.00488526653498,0.0103953555226,0.00960511434823,0.00749046774581,0.00749209104106,0.0626352950931,450,0
2021/09/06/13:38:27.588695,1465,0,64,126,0,98,180,2051,46737000,0,19988,13754,3,54,22.3009465253,114.179006205,6.38107879646,-2.20000004768,-2.98787579397,2.70402981222,0.0106617911631,-0.636690873307,0.102132454644,136.892752344,0.258887171745,0.270749241114,0.238146647811,0.00533414678648,0.0111858658493,0.0105872880667,0.00746634090319,0.00771778123453,0.0628190487623,450,0
2021/09/06/13:38:31.009831,1465,0,64,126,0,98,180,2051,46738000,0,19988,13754,3,54,22.3009189473,114.179033906,6.38742055837,-2.20000004768,-3.16623032613,2.96654289815,-0.0113593392721,-0.835959501743,0.290281225483,135.953659918,0.26065915823,0.273544669151,0.238974377513,0.00571176921949,0.0122606949881,0.0113462712616,0.00766020035371,0.00773711828515,0.0629461035132,450,0
2021/09/06/13:38:34.770901,1465,0,64,126,0,105,180,2051,46739000,0,19988,13754,3,54,22.3008888058,114.179063776,6.40428060293,-2.20000004768,-3.50845520354,3.14200515605,-0.00402469173373,-0.702073418309,-0.0320746980716,136.412809136,0.263272434473,0.277190685272,0.239937826991,0.00614745914936,0.0134011646733,0.0122800441459,0.00788706727326,0.00786699261516,0.0630404502153,450,0
2021/09/06/13:38:39.083648,1465,0,64,126,0,96,180,2051,46740000,0,19988,13754,3,54,22.3008558611,114.179095901,6.41291135456,-2.20000004768,-3.77294867826,3.4087912138,-0.018892389811,-0.500612326956,-0.111566147527,136.639679603,0.266479402781,0.281632065773,0.241018936038,0.00655845133588,0.0146339042112,0.0131879104301,0.00807040650398,0.00796701200306,0.0631211549044,450,0
2021/09/06/13:38:43.899195,1465,0,64,126,0,96,180,2051,46741000,0,19988,13754,3,54,22.300820525,114.179130275,6.39329509437,-2.20000004768,-3.95084445496,3.58838522509,-0.130848015072,-0.954462523129,-0.133178508979,136.923784382,0.269939571619,0.284775465727,0.241707131267,0.00704867206514,0.0154898418114,0.014293638058,0.00812744349241,0.00816256180406,0.0631556808949,450,0
2021/09/06/13:38:45.241762,1465,0,64,126,0,102,180,2051,46742000,0,19988,13754,3,53,22.3007831537,114.179166173,6.38724036608,-2.20000004768,-4.30189981053,3.78816561037,0.00389775557449,-1.81968195582,-0.117179308875,137.191404509,0.275355994701,0.289211302996,0.243104055524,0.00751992827281,0.0161945205182,0.0152686880901,0.00818731356412,0.00832533277571,0.0631671249866,195,0
2021/09/06/13:38:46.010195,1465,0,64,126,0,100,180,2051,46743000,0,19988,13754,3,53,22.3007432687,114.179203858,6.39611342177,-2.20000004768,-4.52766599752,3.90447811679,0.0163133284584,-1.31684421153,0.421896038283,137.712735419,0.280413001776,0.293806999922,0.244655191898,0.00794406235218,0.0168411042541,0.0161185096949,0.00821937248111,0.00841530133039,0.0632005929947,450,0
2021/09/06/13:38:48.735770,1465,0,64,126,0,100,180,2051,46744000,0,19988,13754,3,54,22.3007025915,114.179241974,6.42761904653,-2.20000004768,-4.41917466071,3.82449448956,0.0227917563674,-0.759417726871,0.0873396034348,137.569647551,0.279847502708,0.298924356699,0.24638569355,0.00788754317909,0.0175334252417,0.0153347123414,0.0082415221259,0.00804647896439,0.0632042363286,450,0
2021/09/06/13:38:50.691253,1465,0,64,126,0,97,180,2051,46745000,0,19988,13754,3,54,22.3006635097,114.179278648,6.45892572496,-2.20000004768,-4.21616268686,3.69095559999,0.0173777390106,-0.771780300236,-0.0698795915036,137.822304606,0.277510762215,0.303752839565,0.248302057385,0.00774385361001,0.0179972015321,0.0140929603949,0.00821632053703,0.00766674382612,0.0631568208337,450,0
2021/09/06/13:38:54.045542,1465,0,64,126,0,84,180,2051,46746000,0,19988,13754,3,54,22.3006256835,114.179313812,6.47404305078,-2.20000004768,-4.03917058045,3.55771701862,0.0230402954344,-0.891748598953,0.205486918074,137.691403654,0.278281450272,0.305287659168,0.250394672155,0.00761231174693,0.0184372942895,0.0126637723297,0.0079592121765,0.00763557385653,0.0632367357612,450,0
2021/09/06/13:38:57.737388,1465,0,64,126,0,84,180,2051,46747000,0,19988,13754,3,54,22.3005896758,114.179347284,6.48747594282,-2.20000004768,-3.95228147333,3.24152365177,-0.0182300943359,-1.1736169621,-0.114566099374,138.420977822,0.28091865778,0.309286266565,0.252637028694,0.007688684389,0.019105328247,0.012123124674,0.00791060552001,0.00770681956783,0.0633870735765,450,0
2021/09/06/13:39:01.446151,1465,0,64,126,0,102,180,2051,46748000,0,19988,13754,3,54,22.3005519301,114.179378076,6.51426974498,-2.20000004768,-4.4965803553,3.179878748,0.0626266141818,-1.04083452735,0.388554453999,142.785557483,0.283732384443,0.31367072463,0.255081415176,0.00784394703805,0.0197034850717,0.0118473106995,0.00792664568871,0.00777841545641,0.0633270442486,450,0
2021/09/06/13:39:05.459729,1465,0,64,126,0,99,180,2051,46749000,0,19988,13754,3,54,22.3005085906,114.179408266,6.56061587203,-2.20000004768,-5.01611303123,3.16568579944,0.0341929326474,-1.43500554901,0.257335944236,145.772615568,0.28962174058,0.321419477463,0.257741302252,0.00824573263526,0.0207494851202,0.0126294028014,0.00812559947371,0.00802266318351,0.0632315948606,450,0
2021/09/06/13:39:09.480524,1465,0,64,126,0,99,180,2051,46750000,0,19988,13754,3,54,22.3004611918,114.179440716,6.58697034605,-2.20000004768,-5.3163320233,3.45589809936,0.0263577668814,-0.796756173326,-0.0657362557471,145.564290618,0.29568874836,0.330365777016,0.260694533587,0.00849394127727,0.0219377521425,0.0127556687221,0.00825597252697,0.00818827096373,0.0633126869798,450,0
2021/09/06/13:39:14.213791,1465,0,64,126,0,102,180,2051,46751000,0,19988,13754,3,53,22.3004121015,114.179476567,6.60037151165,-2.20000004768,-5.47216875397,3.91611897354,0.0130175819118,-0.58698886387,0.00844126639054,142.92601975,0.302614539862,0.339856386185,0.263959765434,0.00874714832753,0.0231338962913,0.0128363417462,0.00837195012718,0.00836683344096,0.0634733438492,450,0
2021/09/06/13:39:15.111331,1465,0,64,126,0,108,180,2051,46752000,0,19988,13754,3,53,22.3003622141,114.179516962,6.63000414707,-2.20000004768,-5.50174027687,4.36383835496,0.0881531722383,-0.38420060136,0.338389710561,140.443491056,0.306906282902,0.346548616886,0.266539871693,0.00901138130575,0.0242530964315,0.0128912152722,0.00847062841058,0.00850966200233,0.0637175738811,450,0
2021/09/06/13:39:17.430856,1465,0,64,126,0,103,180,2051,46753000,0,19988,13754,3,53,22.3003116026,114.179561093,6.66803691443,-2.20000004768,-5.57833475775,4.58948103845,0.00108905355842,-0.0864310869914,0.185368260862,139.049278193,0.314543277025,0.353140950203,0.270458251238,0.00919018406421,0.0249782241881,0.0126117914915,0.00840540789068,0.00864676851779,0.0638851374388,195,0
2021/09/06/13:39:20.235636,1465,0,64,126,0,103,180,2051,46754000,524288,19988,13754,3,54,22.3002616082,114.179606665,6.70442201756,-2.20000004768,-5.4048518565,4.55207312265,0.00907984277384,-0.253847075342,0.189166975273,137.846006157,0.321897923946,0.361251026392,0.274755299091,0.00940285995603,0.0256896689534,0.0124120963737,0.00842171628028,0.00875593256205,0.0640779733658,450,0
2021/09/06/13:39:24.034729,1465,0,64,126,0,103,180,2051,46755000,524288,19988,13754,3,19,22.3002138668,114.179651379,6.73597855866,-2.20000004768,-5.05448342683,4.42081332799,-0.0341538709046,-0.730481765266,0.287371283678,137.576827338,0.327912151814,0.369522839785,0.279417872429,0.00962875690311,0.0262210574001,0.0121572511271,0.00843847729266,0.0087355626747,0.0642414614558,450,0
2021/09/06/13:39:28.141905,1465,0,64,126,0,100,180,2051,46756000,0,19988,13754,3,54,22.3001705448,114.179691841,6.78374778107,-2.20000004768,-4.33257476435,3.71575338454,0.00323445905141,-0.572881187731,0.0217671592423,137.387618641,0.332791417837,0.377181410789,0.284428030252,0.00987336598337,0.0265231598169,0.0118946274742,0.0085461139679,0.00881396513432,0.0643794089556,450,0
2021/09/06/13:39:31.204132,1465,0,64,126,0,100,180,2051,46757000,0,19988,13754,3,54,22.3001346613,114.179724682,6.81433315761,-2.20000004768,-3.44111897564,3.06345238106,0.060372500861,-0.357512805379,-0.326125865741,137.120523696,0.337975144386,0.388446301222,0.289810955524,0.010165695101,0.0272325612605,0.0117874769494,0.00873673707247,0.00880203582346,0.0645403787494,450,0
2021/09/06/13:39:33.907252,1465,0,64,126,0,98,180,2051,46758000,0,19988,13754,3,53,22.3001077505,114.179749554,6.83723635506,-2.20000004768,-2.3910493336,1.98646876315,0.0250868921676,-0.906227617564,-0.223356190932,137.067764345,0.349078983068,0.403473198414,0.295494616032,0.0105822617188,0.028612203896,0.0122520821169,0.00896018277854,0.00905097555369,0.0646913349628,450,0
2021/09/06/13:39:36.290974,1465,0,64,126,0,98,180,2051,46759000,0,19988,13754,3,53,22.300092208,114.179763269,6.86280878913,-2.20000004768,-1.06139135244,0.793295216619,0.0193442964946,-0.967737832688,-0.132933938501,137.111502046,0.361058145761,0.419501304626,0.301482081413,0.0110139911994,0.0301246568561,0.0127334445715,0.00911894999444,0.00920481327921,0.0648325309157,450,0
2021/09/06/13:39:37.027879,1465,0,64,126,0,92,180,2051,46760000,0,19988,13754,3,54,22.3000880594,114.179769159,6.88101189677,-2.20000004768,-0.130854786582,-0.000728116373365,0.0272819898249,-0.976458235472,-0.0349482930294,137.151606988,0.353049725294,0.412288546562,0.307644665241,0.0112290577963,0.0283229183406,0.0123216174543,0.00893943477422,0.00878562405705,0.0648781135678,450,0
2021/09/06/13:39:37.906186,1465,0,64,126,0,92,180,2051,46761000,524288,19988,13754,3,54,22.3000887937,114.179770462,6.8960668128,-2.20000004768,-0.00708509194584,-0.0968927357056,0.0266105228498,-0.980614885329,0.121251250035,137.159786754,0.34354621172,0.402930051088,0.313984781504,0.0114678163081,0.0259987302125,0.0118933552876,0.00874966755509,0.00839142501354,0.0647591874003,450,0
2021/09/06/13:39:38.552926,1465,0,64,126,0,100,180,2051,46762000,524288,19988,13754,3,19,22.3000894743,114.179772135,6.90116714872,-2.20000004768,-0.0078775942762,-0.0837243710908,0.0213143785639,-0.983556742315,0.112485851368,137.164958082,0.337698101997,0.39597761631,0.320592701435,0.0116933956742,0.0239537265152,0.011460468173,0.00855291821063,0.00815370772034,0.0645998194814,450,0
2021/09/06/13:39:41.500905,1465,0,64,126,0,96,180,2051,46763000,524288,19988,13754,3,19,22.3000915968,114.179774283,6.89875795506,-2.20000004768,0.00599513905845,-0.0621553290318,0.0231340175367,-0.981992717358,0.106670006505,137.168091961,0.327831983566,0.391030550003,0.325751543045,0.0119846006855,0.0225523840636,0.0113832699135,0.00853494461626,0.00805144570768,0.0645282715559,450,0
2021/09/06/13:39:45.674481,1465,0,64,126,0,96,180,2051,46764000,0,19988,13754,3,53,22.3000921772,114.179774688,6.89860303793,-2.20000004768,0.00176941843987,-0.0648897852392,0.0154112784956,-0.98693103028,0.113112395946,137.17069608,0.328118473291,0.390610158443,0.329675912857,0.0121187698096,0.0215558689088,0.0118352016434,0.00853087101132,0.00814893189818,0.064487285912,195,0
2021/09/06/13:39:48.722574,1465,0,64,126,0,99,180,2051,46765000,0,19988,13754,3,54,22.3000932729,114.17977659,6.84579021111,-2.20000004768,0.0133640447698,-0.033579332456,0.0138121512472,-0.993398648226,0.109771835292,137.177123427,0.316995412111,0.371150970459,0.322724074125,0.0112496083602,0.0167666431516,0.0112627567723,0.00803832523525,0.00784764066339,0.0643292814493,68,0
2021/09/06/13:39:51.993095,1465,0,64,126,0,99,180,2051,46766000,0,19988,13754,3,54,22.3000938731,114.179778495,6.75440537557,-2.20000004768,0.00584940983724,-0.0229535557208,0.00167814024152,-0.997653272808,0.110589997852,137.181571932,0.30546143651,0.351756185293,0.302652388811,0.00898970570415,0.0109961042181,0.00918536819518,0.00744441337883,0.00726824905723,0.0642641633749,68,0
2021/09/06/13:39:54.817598,1465,0,64,126,0,99,180,2051,46767000,0,19988,13754,3,54,22.3000939614,114.179779275,6.71256654989,-2.20000004768,0.00475156942244,-0.0105028754489,-0.00111540136176,-0.999904511055,0.105111478477,137.181121851,0.301648169756,0.345563530922,0.288076013327,0.00704654352739,0.00789973046631,0.00730168260634,0.00718670524657,0.00691097602248,0.0643205791712,68,0
